feature,Importance
P_emaildomain_1,0.0
V36,0.0
V135,0.0
M9_fe2,0.0
V299,0.0
id_12,0.0
M7_fe2,0.0
M7,0.0
V19,0.0
V301,0.0
M2_fe2,0.0
V38,0.0
M8_fe2,0.0
id_18_fe1,0.0
id_18,0.0
V319,0.0
device_version,0.0
V48,0.0
device_name_fe1,0.0
P_emaildomain_1_fe2,0.0
card4_fe1,0.0
id_15_fe1,0.0
R15,0.0
id_37,0.0
id_19_fe1,0.0
id_29_fe2,0.0
id_38_fe1,0.0
V61,0.0
id_11,0.0
card4_fe2,0.0
M7_fe1,0.0
M2,0.0
V131,0.0
M3_fe2,0.0
R6,0.0
DeviceInfo_fe2,0.0
V37,0.0
V26,0.0
M3,0.0
id_28,0.0
V139,0.0
id_12_fe1,0.0
M2_fe1,0.0
V82,0.0
M8,0.0
id_38_fe2,0.0
V77,0.0
M1_fe1,0.0
V5,0.0
dist2,0.0
V323,0.0
id_32_fe2,0.0
V298,0.0
V234,0.0
V126,0.0
V4,0.0
V49,0.0
V129,0.0
M9,0.0
V7,0.0
id_29_fe1,0.0
M8_fe1,0.0
DeviceType_fe1,0.0
M3_fe1,0.0
V35,0.0
R13,-1.693365394350721e-06
V128,-1.693365394350721e-06
V91,-1.6933653943729255e-06
V261,-1.6933653943729255e-06
V174,-1.6933653943729255e-06
V21,-1.6933653943729255e-06
device_name_fe2,-1.6933653943729255e-06
N1,-1.6933653943729255e-06
V191,-1.6933653943729255e-06
id_36,-1.6933653943729255e-06
id_35_fe2,-1.6933653943729255e-06
id_13_fe1,-1.6933653943729255e-06
V267,-1.6933653943729255e-06
V326,-1.6933653943729255e-06
V104,-1.6933653943729255e-06
DeviceInfo,-1.6933653943729255e-06
V249,-1.6933653943729255e-06
V312,-1.6933653943729255e-06
R16,-1.6933653943729255e-06
id_29,-1.6933653943729255e-06
V162,-1.6933653943729255e-06
V42,-1.6933653943729255e-06
M4_fe2,-1.6933653943729255e-06
V106,-1.6933653943729255e-06
V158,-1.6933653943729255e-06
V69,-1.6933653943729255e-06
V270,-1.6933653943729255e-06
V230,-1.6933653943729255e-06
V80,-1.6933653943729255e-06
V294,-3.3867307887236465e-06
V55,-3.3867307887236465e-06
card1_fe2,-3.386730788745851e-06
card1_fe1,-3.386730788745851e-06
V34,-3.386730788745851e-06
ProductCD_fe2,-3.386730788745851e-06
card6_fe1,-3.386730788745851e-06
V16,-3.386730788745851e-06
V310,-3.386730788745851e-06
device_version_fe1,-3.386730788745851e-06
V90,-3.386730788745851e-06
V287,-3.386730788745851e-06
V289,-3.386730788745851e-06
R20,-3.386730788745851e-06
M4_fe1,-3.386730788745851e-06
R14,-3.386730788745851e-06
V335,-3.386730788745851e-06
V168,-3.386730788745851e-06
id_05,-3.386730788745851e-06
proc_id_30_0_fe1,-3.386730788745851e-06
Transaction_hour,-3.386730788768055e-06
V103,-5.080096183118776e-06
V96,-5.080096183118776e-06
R11,-5.080096183140981e-06
R27,-5.080096183140981e-06
R8,-5.080096183140981e-06
V313,-5.080096183140981e-06
V73,-6.773461577491702e-06
R_emaildomain_1_fe1,-6.773461577491702e-06
id_12_fe2,-6.773461577491702e-06
V72,-6.773461577491702e-06
V170,-6.773461577491702e-06
V15,-6.773461577491702e-06
V85,-6.773461577491702e-06
id_19,-6.773461577491702e-06
V302,-6.773461577491702e-06
id_20,-6.773461577513906e-06
V93,-8.466826971864627e-06
V66,-8.466826971864627e-06
R26,-8.466826971864627e-06
M6_fe2,-8.466826971864627e-06
V251,-8.466826971864627e-06
V81,-8.466826971864627e-06
V224,-8.466826971864627e-06
V222,-8.466826971864627e-06
V13,-8.466826971864627e-06
V140,-8.466826971864627e-06
V262,-8.466826971864627e-06
id_30,-8.466826971864627e-06
V63,-8.466826971864627e-06
V303,-8.466826971864627e-06
V46,-8.466826971864627e-06
V116,-8.466826971864627e-06
V227,-8.466826971864627e-06
V18,-8.466826971864627e-06
V169,-8.466826971864627e-06
card3_fe2,-8.466826971886831e-06
V331,-8.466826971886831e-06
V53,-8.466826971886831e-06
V67,-8.466826971886831e-06
V290,-8.466826971886831e-06
addr1_fe2,-8.466826971886831e-06
V143,-8.466826971886831e-06
id_36_fe1,-8.466826971886831e-06
R29,-8.466826971909035e-06
V102,-8.466826971909035e-06
V315,-8.466826971909035e-06
V231,-1.0160192366259756e-05
V177,-1.0160192366259756e-05
V172,-1.0160192366259756e-05
V50,-1.0160192366281962e-05
D2,-1.0160192366281962e-05
V94,-1.0160192366281962e-05
V12,-1.1853557760654887e-05
V333,-1.1853557760654887e-05
R_emaildomain,-1.1853557760654887e-05
V29,-1.1853557760654887e-05
V209,-1.3546923155050017e-05
V78,-1.3546923155050017e-05
card6_fe2,-1.3546923155050017e-05
V71,-1.3546923155050017e-05
V32,-1.3546923155050017e-05
card3_fe1,-1.5240288549422942e-05
R2,-1.5240288549445147e-05
V268,-1.5240288549445147e-05
V304,-1.5240288549445147e-05
V273,-1.693365394381807e-05
V22,-1.693365394381807e-05
V60,-1.6933653943840277e-05
V193,-1.6933653943840277e-05
V225,-1.6933653943840277e-05
V134,-1.8627019338190998e-05
V101,-1.8627019338213203e-05
V132,-1.8627019338213203e-05
V205,-1.8627019338213203e-05
R4,-2.0320384732563924e-05
V175,-2.0320384732608333e-05
TransactionAmt,-2.2013750126936848e-05
V31,-2.3707115521354183e-05
V210,-2.3707115521354183e-05
V59,-2.8787211704495162e-05
V266,-3.386730788768055e-05
V223,-3.894740407079933e-05
C6,-4.7414231042708366e-05
